werkzeug - WARNING -  * Debugger is active!
werkzeug - INFO -  * Debugger PIN: 589-744-875
werkzeug - INFO - 127.0.0.1 -werkzeug - INFO -  * Restarting with stat
werkzeug - INFO -  * Restarting with stat
rkzeug - INFO - 127.0.0.1 - - [29/Jan/2020 14:23:01] "POST /home/buttonclick HTTP/1.1" 200 -
werkzeug - INFO -  * Detected change in '/home/necuser/Downloads/flask_pro1/blue/utility/utility.py', reloading
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,290 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,291 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,508 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,509 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,834 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:58,836 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,121 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,122 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,326 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:59,327 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,522 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:09,523 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,428 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:10,429 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:28:11,011 - Sandbox - DEBUG - sandbox.log

